classifier_id,classifier_name,gene_symbol_original,gene_symbol_harmonized,gene_role,weight,source_probe,source_object,source_note,row_in_classifier_source
GENE76,Wang 76-gene distant-metastasis signature,NEURL,NEURL,ER_positive_component,-2.835,204888_s_at,genefu::sig.gene76,HUGO symbol from genefu object,34
GENE76,Wang 76-gene distant-metastasis signature,SUPT16H,SUPT16H,ER_positive_component,2.777,217815_at,genefu::sig.gene76,HUGO symbol from genefu object,35
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.759,201368_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,36
GENE76,Wang 76-gene distant-metastasis signature,ARHGDIB,ARHGDIB,ER_positive_component,-2.745,201288_at,genefu::sig.gene76,HUGO symbol from genefu object,37
GENE76,Wang 76-gene distant-metastasis signature,PSMC2,PSMC2,ER_positive_component,2.79,201068_s_at,genefu::sig.gene76,HUGO symbol from genefu object,38
GENE76,Wang 76-gene distant-metastasis signature,ZCCHC8,ZCCHC8,ER_positive_component,2.883,218478_s_at,genefu::sig.gene76,HUGO symbol from genefu object,39
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.794,214919_s_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,40
GENE76,Wang 76-gene distant-metastasis signature,CD44,CD44,ER_positive_component,-2.743,209835_x_at,genefu::sig.gene76,HUGO symbol from genefu object,41
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.761,217471_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,42
GENE76,Wang 76-gene distant-metastasis signature,SLC35A1,SLC35A1,ER_positive_component,-2.831,203306_s_at,genefu::sig.gene76,HUGO symbol from genefu object,43
GENE76,Wang 76-gene distant-metastasis signature,CCNE2,CCNE2,ER_positive_component,2.659,205034_at,genefu::sig.gene76,HUGO symbol from genefu object,44
GENE76,Wang 76-gene distant-metastasis signature,PHF11,PHF11,ER_positive_component,-2.715,221816_s_at,genefu::sig.gene76,HUGO symbol from genefu object,45
GENE76,Wang 76-gene distant-metastasis signature,POLQ,POLQ,ER_positive_component,2.836,219510_at,genefu::sig.gene76,HUGO symbol from genefu object,46
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.687,217102_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,47
GENE76,Wang 76-gene distant-metastasis signature,CAPN2,CAPN2,ER_positive_component,-2.631,208683_at,genefu::sig.gene76,HUGO symbol from genefu object,48
GENE76,Wang 76-gene distant-metastasis signature,ETV2,ETV2,ER_positive_component,-2.716,215510_at,genefu::sig.gene76,HUGO symbol from genefu object,49
GENE76,Wang 76-gene distant-metastasis signature,UCKL1,UCKL1,ER_positive_component,2.703,218533_s_at,genefu::sig.gene76,HUGO symbol from genefu object,50
GENE76,Wang 76-gene distant-metastasis signature,LST1,LST1,ER_positive_component,-2.641,215633_x_at,genefu::sig.gene76,HUGO symbol from genefu object,51
GENE76,Wang 76-gene distant-metastasis signature,ACACB,ACACB,ER_positive_component,-2.686,221928_at,genefu::sig.gene76,HUGO symbol from genefu object,52
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.654,214806_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,53
GENE76,Wang 76-gene distant-metastasis signature,EEF1A2,EEF1A2,ER_positive_component,2.695,204540_at,genefu::sig.gene76,HUGO symbol from genefu object,54
GENE76,Wang 76-gene distant-metastasis signature,NEFL,NEFL,ER_positive_component,-2.758,221916_at,genefu::sig.gene76,HUGO symbol from genefu object,55
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,2.702,216693_x_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,56
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,-2.694,209500_x_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,57
GENE76,Wang 76-gene distant-metastasis signature,,,ER_positive_component,2.711,209524_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,58
GENE76,Wang 76-gene distant-metastasis signature,MMP23B,MMP23B,ER_positive_component,-2.771,207118_s_at,genefu::sig.gene76,HUGO symbol from genefu object,59
GENE76,Wang 76-gene distant-metastasis signature,GTSE1,GTSE1,ER_positive_component,2.604,211040_x_at,genefu::sig.gene76,HUGO symbol from genefu object,60
GENE76,Wang 76-gene distant-metastasis signature,RFXDC2,RFXDC2,ER_negative_component,-3.495,218430_s_at,genefu::sig.gene76,HUGO symbol from genefu object,61
GENE76,Wang 76-gene distant-metastasis signature,COL2A1,COL2A1,ER_negative_component,3.224,217404_s_at,genefu::sig.gene76,HUGO symbol from genefu object,62
GENE76,Wang 76-gene distant-metastasis signature,GAS2,GAS2,ER_negative_component,-3.225,205848_at,genefu::sig.gene76,HUGO symbol from genefu object,63
GENE76,Wang 76-gene distant-metastasis signature,,,ER_negative_component,-3.145,214915_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,64
GENE76,Wang 76-gene distant-metastasis signature,,,ER_negative_component,-3.055,216010_x_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,65
GENE76,Wang 76-gene distant-metastasis signature,MYH2,MYH2,ER_negative_component,-3.037,204631_at,genefu::sig.gene76,HUGO symbol from genefu object,66
GENE76,Wang 76-gene distant-metastasis signature,TNFSF10,TNFSF10,ER_negative_component,-3.066,202687_s_at,genefu::sig.gene76,HUGO symbol from genefu object,67
GENE76,Wang 76-gene distant-metastasis signature,,,ER_negative_component,3.06,221634_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,68
GENE76,Wang 76-gene distant-metastasis signature,GABRQ,GABRQ,ER_negative_component,-2.985,220886_at,genefu::sig.gene76,HUGO symbol from genefu object,69
GENE76,Wang 76-gene distant-metastasis signature,PARP4,PARP4,ER_negative_component,-2.983,202239_at,genefu::sig.gene76,HUGO symbol from genefu object,70
GENE76,Wang 76-gene distant-metastasis signature,C11orf51,C11ORF51,ER_negative_component,-3.022,204218_at,genefu::sig.gene76,HUGO symbol from genefu object,71
GENE76,Wang 76-gene distant-metastasis signature,BCL2L14,BCL2L14,ER_negative_component,-3.054,221241_s_at,genefu::sig.gene76,HUGO symbol from genefu object,72
GENE76,Wang 76-gene distant-metastasis signature,CEP57,CEP57,ER_negative_component,-3.006,209862_s_at,genefu::sig.gene76,HUGO symbol from genefu object,73
GENE76,Wang 76-gene distant-metastasis signature,,,ER_negative_component,-2.917,217019_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,74
GENE76,Wang 76-gene distant-metastasis signature,KIAA0913,KIAA0913,ER_negative_component,-2.924,210593_at,genefu::sig.gene76,HUGO symbol from genefu object,75
GENE76,Wang 76-gene distant-metastasis signature,,,ER_negative_component,-2.882,216103_at,genefu::sig.gene76,No HUGO symbol in genefu object; cannot audit by gene symbol,76
ENDOPREDICT_11,EndoPredict 11-gene set,BIRC5,BIRC5,GOI,0.41,202095_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,1
ENDOPREDICT_11,EndoPredict 11-gene set,RBBP8,RBBP8,GOI,-0.35,203344_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,2
ENDOPREDICT_11,EndoPredict 11-gene set,UBE2C,UBE2C,GOI,0.39,202954_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,3
ENDOPREDICT_11,EndoPredict 11-gene set,IL6ST,IL6ST,GOI,-0.31,212196_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,4
ENDOPREDICT_11,EndoPredict 11-gene set,AZGP1,AZGP1,GOI,-0.26,209309_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,5
ENDOPREDICT_11,EndoPredict 11-gene set,DHCR7,DHCR7,GOI,0.39,201791_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,6
ENDOPREDICT_11,EndoPredict 11-gene set,MGP,MGP,GOI,-0.18,202291_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,7
ENDOPREDICT_11,EndoPredict 11-gene set,STC2,STC2,GOI,-0.15,203438_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,8
ENDOPREDICT_11,EndoPredict 11-gene set,CALM2,CALM2,REFERENCE,,207243_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,9
ENDOPREDICT_11,EndoPredict 11-gene set,OAZ1,OAZ1,REFERENCE,,200077_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,10
ENDOPREDICT_11,EndoPredict 11-gene set,RPL37A,RPL37A,REFERENCE,,201429_s_at,genefu::sig.endoPredict,Gene set and weights from genefu object; clinical assay calibration is not reconstructed,11
IFNG_18,IFN-gamma-related 18-gene immune profile,STAT1,STAT1,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,1
IFNG_18,IFN-gamma-related 18-gene immune profile,IDO1,IDO1,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,2
IFNG_18,IFN-gamma-related 18-gene immune profile,CXCL10,CXCL10,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,3
IFNG_18,IFN-gamma-related 18-gene immune profile,CXCL9,CXCL9,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,4
IFNG_18,IFN-gamma-related 18-gene immune profile,HLA-DRA,HLA-DRA,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,5
IFNG_18,IFN-gamma-related 18-gene immune profile,GZMB,GZMB,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,6
IFNG_18,IFN-gamma-related 18-gene immune profile,IFNG,IFNG,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,7
IFNG_18,IFN-gamma-related 18-gene immune profile,LAG3,LAG3,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,8
IFNG_18,IFN-gamma-related 18-gene immune profile,CD8A,CD8A,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,9
IFNG_18,IFN-gamma-related 18-gene immune profile,CCL5,CCL5,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,10
IFNG_18,IFN-gamma-related 18-gene immune profile,CXCL13,CXCL13,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,11
IFNG_18,IFN-gamma-related 18-gene immune profile,HLA-E,HLA-E,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,12
IFNG_18,IFN-gamma-related 18-gene immune profile,NKG7,NKG7,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,13
IFNG_18,IFN-gamma-related 18-gene immune profile,TIGIT,TIGIT,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,14
IFNG_18,IFN-gamma-related 18-gene immune profile,PSMB10,PSMB10,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,15
IFNG_18,IFN-gamma-related 18-gene immune profile,CD27,CD27,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,16
IFNG_18,IFN-gamma-related 18-gene immune profile,CD274,CD274,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,17
IFNG_18,IFN-gamma-related 18-gene immune profile,PDCD1LG2,PDCD1LG2,immune_response,,,manual_from_primary_publication,Manually encoded from the published IFN-gamma-related mRNA profile,18
CYTOLYTIC_ACTIVITY_2,Cytolytic activity score,GZMA,GZMA,cytolytic_effector,,,manual_from_primary_publication,Two-gene cytolytic activity score,1
CYTOLYTIC_ACTIVITY_2,Cytolytic activity score,PRF1,PRF1,cytolytic_effector,,,manual_from_primary_publication,Two-gene cytolytic activity score,2
